customer_id;customer_unique_id;customer_zip_code_prefix;customer_city;customer_state;geolocation_zip_code_prefix;geolocation_lat;geolocation_lng;geolocation_city;geolocation_state;order_id;order_status;order_purchase_timestamp;order_approved_at;order_delivered_carrier_date;order_delivered_customer_date;order_estimated_delivery_date;order_item_id;product_id;seller_id;shipping_limit_date;price;freight_value;payment_sequential;payment_type;payment_installments;payment_value;product_category_name;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm;seller_zip_code_prefix;seller_city;seller_state;product_category_name_english;label
461ee11aeaf3041731370e0d1e5adaf6;5d5ca792431688e840df712220e72975;35162;ipatinga;MG;35162;-19.47445978;-42.55635186;ipatinga;MG;b7845ba66ed8b2a92e99835d02a321df;delivered;2017-02-27 16:42:32;2017-02-27 16:50:20;2017-03-01 15:31:37;2017-03-10 07:35:07;2017-03-23 00:00:00;1;976738868bdcc86e959ba2a7b726d4d5;d1c281d3ae149232351cd8c8cc885f0d;2017-03-06 16:50:20;156.99;22.57;1;credit_card;8;179.56;cama_mesa_banho;55;198;1;2700;35;20;30;14940;ibitinga;SP;bed_bath_table;1
428f696c9a8641d3e9a0ec0febd9a4bd;668c2b10912e695e0a4fb637688171e6;8061;sao paulo;SP;8061;-23.50628734;-46.46215059;são paulo;SP;392abee0f881388ab93e4b6b5fd60177;delivered;2018-07-04 23:48:36;2018-07-05 16:11:04;2018-07-05 13:56:00;2018-07-13 12:06:28;2018-07-19 00:00:00;1;d99526b1e4fa5f57b8bde34a7337b5ee;9b013e03b2ab786505a1d3b5c0756754;2018-07-11 00:30:41;58;8.15;1;credit_card;1;66.15;bebidas;45;887;1;250;18;18;18;11450;vicente de carvalho;SP;drinks;1
d6148957a1cd01ebafb44c1f9a5ef949;e1a821d8a0ad5e951bf0e47464dd1f9e;5083;sao paulo;SP;5083;-23.5296314;-46.71995052;sao paulo;SP;d651bd9a58b10af4a1a7fe2873ef8058;delivered;2017-11-25 23:17:35;2017-11-25 23:33:32;2017-11-27 21:11:00;2017-11-29 21:55:00;2017-12-21 00:00:00;1;ee278da6df2f0ca2905e9e38da106ba6;c3cfdc648177fdbbbb35635a37472c53;2017-12-04 23:31:38;255;22.63;1;credit_card;3;277.63;esporte_lazer;46;982;1;3000;36;31;31;80610;curitiba;PR;sports_leisure;0
5cbf704d3c80979cbc58c54881ee3e98;d0107bdcf3011c33ad724f5ca0f7a91e;9402;ribeirao pires;SP;9402;-23.7033455;-46.41302387;ribeirao pires;SP;34e356294ae93c00aa77347b2f84ea1b;delivered;2017-09-13 22:55:58;2017-09-13 23:05:42;2017-09-14 13:59:56;2017-09-19 20:22:20;2017-09-25 00:00:00;1;4d78abeaa9c097b5d6ee602bd5986128;f8db351d8c4c4c22c6835c19a46f01b0;2017-09-19 23:05:42;42.9;9.27;1;credit_card;1;52.17;sinalizacao_e_seguranca;59;669;3;290;18;12;15;13324;salto;SP;signaling_and_security;0
e2aae3069bad7962c01d7ecfa869bb80;a0bebbf4bd719425ed6c754e487e3ce9;8215;sao paulo;SP;8215;-23.53657857;-46.44303732;sao paulo;SP;4336f383d6d1f9c9d968406c7a920fd3;delivered;2018-02-12 19:12:37;2018-02-12 19:28:19;2018-02-16 23:52:08;2018-02-22 12:08:57;2018-02-26 00:00:00;2;5b3e03e8dfa69568003b9f9ca8e9344d;a416b6a846a11724393025641d4edd5e;2018-02-16 19:28:19;26.14;11.73;2;voucher;1;70.84;beleza_saude;36;535;1;2000;30;12;16;3702;sao paulo;SP;health_beauty;1
b6b5f05626c60dd79df381ce89fdb876;aa12ee86bc153f02384d70dc61ca67e7;9750;sao bernardo do campo;SP;9750;-23.68891713;-46.55255212;são bernardo do campo;SP;6567852fcba7df8073179800aed3dfd2;delivered;2018-03-23 13:44:41;2018-03-23 13:55:43;2018-03-27 00:38:45;2018-04-02 11:41:50;2018-04-17 00:00:00;1;977ba64f692dbbeeb81d35ad7f953c5f;54c04bdb5ec46762f8f08c7e8f86ed4a;2018-03-29 13:55:43;47.02;16.32;1;credit_card;4;126.68;esporte_lazer;34;545;1;300;24;20;21;88037;florianopolis;SC;sports_leisure;0
1d4411212e90d6a24fd2d09f74878b48;69aedec762e21e5aaca6eba2e635dcfb;9780;sao bernardo do campo;SP;9780;-23.71686666;-46.53784605;sao bernardo do campo;SP;3a1ce4053005d669ac4e0047a13573cf;delivered;2018-06-25 22:43:44;2018-06-25 23:37:32;2018-06-27 10:04:00;2018-06-28 11:53:43;2018-07-16 00:00:00;1;b9aad83bfbc546d2e4e7a7fa8e15bc9c;99a54764c341d5dc80b4a8fac4eba3fb;2018-07-01 23:31:32;19.9;8.89;4;voucher;1;20.71;utilidades_domesticas;44;412;1;9900;40;20;30;3273;sao paulo;SP;housewares;1
52f0992e20b8f1c4b113d00df8fd9d93;a81a403c9b43458bb1535fe88d3e40c1;24220;niteroi;RJ;24220;-22.90177121;-43.11190077;niteroi;RJ;3ff122d5ce35754dba91bc1c99ad6a65;delivered;2018-08-05 20:01:03;2018-08-05 20:10:18;2018-08-15 13:06:00;2018-08-20 17:31:14;2018-08-31 00:00:00;2;a4bc259da0b7bb9a52d9dbcb9efd7fec;213b25e6f54661939f11710a6fddb871;2018-08-16 20:10:18;39.95;18.38;1;credit_card;10;116.66;casa_construcao;39;867;7;450;16;20;16;13321;salto;SP;home_construction;1
af728e0bf96a8d350bf03ff43dadfd75;cc5c771d84e5ed72077117c152430191;18025;sorocaba;SP;18025;-23.51430022;-47.43915597;sorocaba;SP;790bb4bb687fbe180a7a4228aa2c00ba;delivered;2018-04-28 20:28:08;2018-04-28 20:35:17;2018-04-30 14:41:00;2018-05-03 20:22:23;2018-05-15 00:00:00;1;54e9aeb95d23962bf361ec89ac47cea9;f80edd2c5aaa505cc4b0a3b219abf4b8;2018-05-04 20:35:17;153.9;13.98;1;credit_card;5;167.88;esporte_lazer;35;1114;5;3300;45;15;35;3431;sao paulo;SP;sports_leisure;1
c57c441872c2609f61abbbf8148a1ca1;93603747aa73507db172820142fb3b81;9820;sao bernardo do campo;SP;9820;-23.73323913;-46.55699477;sao bernardo do campo;SP;ad71f559c9264f19bdacbc2062847e74;delivered;2017-12-05 11:27:44;2017-12-05 11:34:25;2017-12-07 23:57:39;2017-12-14 16:38:01;2018-01-03 00:00:00;6;4c751914ccc83ec17b8913cffdee3c3c;95f83f51203c626648c875dd41874c7f;2017-12-11 11:34:25;9.99;13.37;1;credit_card;10;140.16;moveis_decoracao;55;184;1;900;40;8;40;37564;borda da mata;MG;furniture_decor;0
ca5d72f1c65589324e254fde9bf9b59e;b8731e690e93059f3b4963e28014c654;35900;itabira;MG;35900;-19.63227801;-43.22553306;itabira;MG;d8337c037ad19b2a0b903ccfc3e06464;delivered;2018-01-30 16:55:20;2018-02-01 02:53:00;2018-02-01 22:37:41;2018-02-09 13:46:32;2018-02-22 00:00:00;2;7dac8901a50cf3317d5372cbd3186ecd;6560211a19b47992c3666cc44a7e94c0;2018-02-07 02:53:00;29;3.78;1;boleto;1;132.29;relogios_presentes;60;167;2;300;16;2;11;5849;sao paulo;SP;watches_gifts;0
e789734c22b5671c5ebc823e411d3136;22645719e22ee24605277c0b4e149d95;23012;rio de janeiro;RJ;23012;-22.886334;-43.52171182;rio de janeiro;RJ;3b6b7b37c486e320124d04045d1f5108;delivered;2017-11-23 16:39:41;2017-11-23 19:48:13;2017-12-04 19:25:09;2017-12-12 17:47:31;2017-12-14 00:00:00;1;9ecadb84c81da840dbf3564378b586e9;1025f0e2d44d7041d6cf58b6550e0bfa;2017-11-30 19:47:43;32.99;15.11;1;boleto;1;48.1;moveis_decoracao;41;789;1;950;20;35;20;3204;sao paulo;SP;furniture_decor;1
f6a51667be5d74a02fdb9ed7947ab21f;657592e723013b9723458a09e6576097;16370;promissao;SP;16370;-21.53848791;-49.85893677;promissao;SP;8bab0782e1f2a9fdc338a883c124f75b;delivered;2018-07-27 08:51:23;2018-07-28 02:44:31;2018-07-30 14:43:00;2018-08-02 18:21:22;2018-08-14 00:00:00;1;c6c1f263e076bd9c1f1640250a5d0c29;fe2032dab1a61af8794248c8196565c9;2018-08-02 02:44:31;179;13.91;1;boleto;1;192.91;perfumaria;32;102;1;425;24;12;16;13030;campinas;SP;perfumery;1
118295a853acb536efff13740faf5be8;a0fea4478b5357571900273006dd7cd6;5813;sao paulo;SP;5813;-23.65453824;-46.731491;sao paulo;SP;bb5a519e352b45b714192a02ffe25681;delivered;2017-05-31 11:11:55;2017-05-31 11:22:55;2017-05-31 11:36:15;2017-06-01 08:34:36;2017-06-27 00:00:00;1;2291d090b69f60fc0ffd95ae394daa77;c847e075301870dd144a116762eaff9a;2017-06-08 11:22:55;99.9;16.46;1;credit_card;3;116.36;cool_stuff;43;743;5;500;18;12;15;38022;uberaba;MG;cool_stuff;1
8626e57862a050c15c876163ee417754;418ee6e3b8f19158d67d5039f19783b9;22750;rio de janeiro;RJ;22750;-22.94937797;-43.33187758;rio de janeiro;RJ;3020672893fa4aa5b9a077aef902851e;delivered;2017-05-15 22:01:21;2017-05-15 22:10:18;2017-05-18 11:20:42;2017-05-24 11:57:33;2017-06-06 00:00:00;1;50d77758742285ff49f340ebdf0df5a7;d91fb3b7d041e83b64a00a3edfb37e4f;2017-05-21 22:10:18;26;16.11;1;credit_card;4;42.11;eletrodomesticos;56;953;3;500;30;12;17;11704;praia grande;SP;home_appliances;1
97f75cec91e09a57da6ddfcba7f77948;2e7c511f54e9d94776c606007d672a22;13070;campinas;SP;13070;-22.88342024;-47.07224845;campinas;SP;ad55129ee505d7099cfa6fa9050bdec6;delivered;2018-04-10 18:28:31;2018-04-10 18:50:12;2018-04-11 18:48:46;2018-04-12 19:28:39;2018-04-24 00:00:00;1;e6fd836ffd3fc4276f6f3f2c7d8cfde0;e0a366315b1b726b6c7832d664c0f530;2018-04-16 18:50:12;199.9;9.75;1;credit_card;10;209.65;construcao_ferramentas_construcao;57;677;5;1100;20;10;20;2258;sao paulo;SP;construction_tools_construction;1
fcaf0d103e34562e5d96b2708adb9a06;e4c5a5cdd55b62f3594a20dfa1ff2976;15300;general salgado;SP;15300;-20.64492288;-50.36632831;general salgado;SP;ef65b956d32f49ca2de73231303e80b3;delivered;2018-06-25 20:26:30;2018-06-25 20:35:21;2018-06-26 15:39:00;2018-06-29 18:17:48;2018-07-18 00:00:00;1;0f7720c31413b5c7790e3f301342464d;3b872fd4747f01cc56206f2934198618;2018-06-29 20:35:21;67.99;14.79;1;credit_card;8;82.78;cama_mesa_banho;40;305;1;1125;30;15;31;14940;ibitinga;SP;bed_bath_table;0
2280ee2d641ecd26e3f9811a5373bdd2;17dcaba39e80eb77da026dc03b3b2428;18602;botucatu;SP;18602;-22.89367345;-48.44456212;botucatu;SP;74ead5a61500dd4047cd05f77848898f;delivered;2018-02-20 20:03:50;2018-02-21 06:20:04;2018-02-23 01:45:50;2018-02-27 19:29:01;2018-03-13 00:00:00;1;ee0c1cf2fbeae95205b4aa506f1469f0;cc419e0650a3c5ba77189a1882b7556a;2018-02-28 03:31:23;53.99;11.88;1;boleto;1;65.87;perfumaria;44;334;1;200;16;16;13;9015;santo andre;SP;perfumery;1
fa98795c4f0fdb2240d930eef4a98924;e1ea5c5d032a048e22f990e35fa4e8c5;35020;governador valadares;MG;35020;-18.87398514;-41.94840368;governador valadares;MG;c97cbfce4294d32b1566a3132cbf4127;delivered;2017-11-26 12:33:29;2017-11-26 12:52:25;2017-12-05 19:46:42;2017-12-13 18:41:29;2017-12-18 00:00:00;2;22a0c6b3f34506fc9a6d78ff201f3dbf;1025f0e2d44d7041d6cf58b6550e0bfa;2017-11-30 12:52:25;115;15.56;1;credit_card;1;261.12;moveis_decoracao;52;638;1;1400;40;35;40;3204;sao paulo;SP;furniture_decor;0
b56d930e30b9db3b5c4c7915222cbda0;283f0a3f0d3a6085e8e91ec1fb9ff8d3;9060;santo andre;SP;9060;-23.66902779;-46.54540427;santo andre;SP;467fe7e72b99534adc114568a39c8102;delivered;2018-07-24 12:44:10;2018-07-24 13:40:12;2018-07-30 14:45:00;2018-08-07 21:16:53;2018-08-07 00:00:00;1;f45fb880d81ab0eb6ffc1f6f3edc3f59;e45edf75f568ed2f93f78d060e246e25;2018-07-30 13:32:02;24.9;15.27;1;credit_card;1;40.17;utilidades_domesticas;47;897;1;450;20;10;20;22790;rio de janeiro;RJ;housewares;0
5bc21bc57bdda0f158cf209e4a595ae4;d082759e461daff44700b6cecbe67860;9430;ribeirao pires;SP;9430;-23.69228706;-46.39375764;ribeirao pires;SP;100a49c427277ff7294eee9c133f718d;delivered;2017-08-04 12:50:57;2017-08-04 13:05:17;2017-08-04 18:13:38;2017-08-11 17:52:28;2017-08-28 00:00:00;1;635b0964f7d41f9ce3275551c36a44d8;dbc22125167c298ef99da25668e1011f;2017-08-10 13:05:17;48.9;13.37;1;credit_card;5;62.27;malas_acessorios;49;244;1;700;34;24;21;37564;borda da mata;MG;luggage_accessories;1
16b1ae6ede88a77e625443ab2ae0da09;2f5363def350b4982ad15a60b8f43202;39740;guanhaes;MG;39740;-18.847128;-42.809444;guanhaes;MG;7d38d0b8ab96504f2f2058ac3f01710f;delivered;2018-07-06 20:27:56;2018-07-06 20:50:56;2018-07-10 11:30:00;2018-07-14 14:12:34;2018-08-09 00:00:00;1;ac477a098cb23c128ec2915a4f3c4625;5795aebfe331fbcd02a2c4b679fb7952;2018-07-12 20:50:56;148;24.19;1;credit_card;2;172.19;beleza_saude;38;1686;2;717;19;17;14;88132;palhoca;SC;health_beauty;0
221b4e0290833c2eabd51cf883770524;8fa1be88b8d4b3afb521ce3170ac9af1;38600;paracatu;MG;38600;-17.2159754;-46.86949788;paracatu;MG;d4304f4104fca54e2a93b03e5b04962b;delivered;2017-10-04 19:55:43;2017-10-04 20:07:13;2017-10-05 18:55:42;2017-10-11 21:50:02;2017-11-01 00:00:00;1;ea0e3d94bcd573d99c06fc115d82500f;1835b56ce799e6a4dc4eddc053f04066;2017-10-10 20:07:13;28.99;1.74;1;credit_card;8;181.16;cama_mesa_banho;57;393;1;550;16;10;16;14940;ibitinga;SP;bed_bath_table;0
f6df5969f9120bc4448e888d5dcf04c9;a9deaf2bf693dd1e3b4207f178e05b4a;13202;jundiai;SP;13202;-23.20384956;-46.8702357;jundiai;SP;1a2aa47afe4b1d4eaef87715d1e40ef0;delivered;2017-09-03 10:21:58;2017-09-03 10:30:11;2017-09-05 17:11:54;2017-09-12 20:47:59;2017-09-26 00:00:00;1;d696750e550fd0f733979dd7e5dff921;9de4643a8dbde634fe55621059d92273;2017-09-08 10:30:11;177.99;17.01;1;credit_card;8;195;utilidades_domesticas;44;916;2;950;53;5;13;89225;joinville;SC;housewares;1
64c1209f6fae0cbe57bd7e39469506f4;64df076fb557552498049bb07ed1cd5f;22610;rio de janeiro;RJ;22610;-22.99404247;-43.25511072;rio de janeiro;RJ;0b0334d5ad01e008caafb19973bf1acb;delivered;2018-04-25 10:52:10;2018-04-25 11:09:03;2018-05-02 11:19:00;2018-05-07 20:12:24;2018-06-05 00:00:00;2;07a2b4290dce4edc619005d1a6348439;b499c00f28f4b7069ff6550af8c1348a;2018-05-02 11:09:03;59.99;19.39;1;credit_card;1;238.14;fashion_bolsas_e_acessorios;57;457;2;500;16;5;30;13481;limeira;SP;fashion_bags_accessories;1
74f3420d05bc68c7aca52b3b73fc9ae2;2f2fb0ce185e0a8b0f7b54b2a955ecd2;99700;erechim;RS;99700;-27.63697354;-52.27268583;erechim;RS;d9ecfbca463d0edab5f63732a812a5d1;delivered;2018-02-20 11:21:19;2018-02-21 06:25:10;2018-02-21 21:23:59;2018-03-16 22:08:52;2018-03-21 00:00:00;1;144eebc150ba34b9f44f761513b5a394;7142540dd4c91e2237acb7e911c4eba2;2018-02-27 03:31:09;134.9;18.19;1;boleto;1;153.09;automotivo;57;693;5;1175;68;8;35;16301;penapolis;SP;auto;1
b4822e42a92e0d848ea0a71ff7e0b379;059063072de58e5a847e76c4593d5629;22710;rio de janeiro;RJ;22710;-22.93354953;-43.36790082;rio de janeiro;RJ;323d47b2350119b2f1da2f6fe63e1e73;delivered;2018-06-25 20:37:05;2018-06-26 20:30:15;2018-06-27 10:06:00;2018-07-03 18:03:59;2018-08-01 00:00:00;2;5fde2352cd9bb03105487d89242a0549;8a43128d7f9a3db592b866e6861a6cce;2018-07-04 20:30:15;418.9;18.03;1;credit_card;6;873.86;automotivo;55;2122;2;1100;16;16;16;8080;sao paulo;SP;auto;0
f6a795133cf03ddb8785bae6a82825ed;e1abd1dec927a860e3233c33b728b49e;13735;mococa;SP;13735;-21.47465273;-46.99363064;mococa;SP;e80af3d621fbc7add2b8a64511f1012b;delivered;2018-06-05 16:34:56;2018-06-06 16:34:31;2018-06-07 12:01:00;2018-06-13 19:56:22;2018-07-11 00:00:00;1;65266b2da20d04dbe00c5c2d3bb7859e;2c9e548be18521d1c43cde1c582c6de8;2018-06-14 16:32:27;23.9;12.79;1;credit_card;3;36.69;papelaria;38;316;4;250;51;15;15;8752;mogi das cruzes;SP;stationery;1
03071a983e944c48990031952443e211;d792207a143bca423ba1685b30e34557;95555;capao da canoa;RS;95555;-29.75330902;-50.0252176;capao da canoa;RS;24914fccbca3abf70528903ab2af4bf8;delivered;2018-06-20 18:08:56;2018-06-20 18:39:02;2018-06-22 14:57:00;2018-06-29 17:02:58;2018-07-30 00:00:00;2;36f60d45225e60c7da4558b070ce4b60;f457c46070d02cadd8a68551231220dd;2018-06-25 18:39:02;89.9;21.46;1;credit_card;4;314.81;informatica_acessorios;33;300;1;207;19;11;14;87047;maringa;PR;computers_accessories;0
94779b9caa445191a00444b6d61f257b;4b101954db3feefb548a8ff578bb986b;37950;sao sebastiao do paraiso;MG;37950;-20.8920628;-46.99887021;são sebastião do paraíso;MG;15b801b0d323da81c4b78fb9b74e7a0e;delivered;2018-05-20 21:13:33;2018-05-22 08:16:22;2018-05-22 13:57:00;2018-06-05 01:38:43;2018-06-14 00:00:00;1;bb18d09a22b3b9bc474e0b1437302666;8a432f4e5b471f8da497d7dc517666e2;2018-05-24 08:16:22;49;15.97;1;boleto;1;130.84;cama_mesa_banho;50;318;1;1021;35;5;32;19042;presidente prudente;SP;bed_bath_table;0
baa315938f6a7dabb22eaf39fa899549;6204c4e582a95b6a350adf6988623bfb;13720;sao jose do rio pardo;SP;13720;-21.60359733;-46.89193482;são josé do rio pardo;SP;f8b959d98886eb608247e99500dc7b27;delivered;2018-03-03 20:44:07;2018-03-03 21:08:44;2018-03-06 16:52:47;2018-04-06 21:19:19;2018-03-26 00:00:00;1;341d85d688ecc3353cf2a968e7ad0dbf;620c87c171fb2a6dd6e8bb4dec959fc6;2018-03-07 21:08:44;119.9;15.59;1;credit_card;7;135.49;beleza_saude;47;554;1;350;16;10;20;25645;petropolis;RJ;health_beauty;0
729862db9ace71f44613602b0bb1ff40;7254031d284f03352f779f6a00daf755;4726;sao paulo;SP;4726;-23.63682677;-46.71072815;sao paulo;SP;ab0e35dd7151f7e3d72931b940b6a335;delivered;2018-06-18 10:32:17;2018-06-18 12:02:15;2018-06-19 09:11:00;2018-06-20 20:06:37;2018-06-28 00:00:00;1;aca71e1fceaea4278f27aab8a3498f60;73b8eb4a9a729d4019b24ed1be748cbf;2018-06-26 12:02:15;42.54;7.56;1;credit_card;1;50.1;automotivo;57;1331;4;100;16;4;12;13070;campinas;SP;auto;1
1d4b7bb9405b39a11d5aef6985dd7a41;9f1591824452a9d9a9f225b9fca168d2;35450;itabirito;MG;35450;-20.23787932;-43.80139549;itabirito;MG;265b8c2415ffccf3e31e5622aa91d95d;delivered;2018-02-14 20:14:12;2018-02-16 08:07:19;2018-02-20 18:17:05;2018-03-05 11:59:04;2018-03-09 00:00:00;1;422879e10f46682990de24d770e7f83d;1f50f920176fa81dab994f9023523100;2018-02-22 07:07:19;49.9;17.6;1;boleto;1;135;ferramentas_jardim;56;348;2;1550;30;22;30;15025;sao jose do rio preto;SP;garden_tools;1
5ad6bc8f1dc030d6adbb044fc6a7e394;ef3e32f1b8658891add797672f995cc5;31980;belo horizonte;MG;31980;-19.85564896;-43.91282253;belo horizonte;MG;5ba1e204119e95eb1b943b861e788a7a;delivered;2017-10-23 12:57:00;2017-10-23 13:14:24;2017-10-24 22:47:57;2017-10-27 21:07:37;2017-11-14 00:00:00;1;2b4609f8948be18874494203496bc318;cc419e0650a3c5ba77189a1882b7556a;2017-10-31 13:14:24;89.99;15.39;1;credit_card;8;105.38;beleza_saude;59;492;3;250;22;10;18;9015;santo andre;SP;health_beauty;1
a189fdcd17c49459d41f406cffb5264d;022949b07073de5d6173732ea01d6155;31160;belo horizonte;MG;31160;-19.87854695;-43.93151271;belo horizonte;MG;e7a5701bb4e7ef276c46b8bc82100d14;delivered;2018-03-14 15:56:55;2018-03-14 17:00:29;2018-03-20 19:17:43;2018-04-04 00:06:19;2018-04-03 00:00:00;1;e3af4b7c220aca1535b34416de24dfb7;1ca7077d890b907f89be8c954a02686a;2018-03-20 16:31:10;45.99;15.23;1;credit_card;4;61.22;brinquedos;32;254;1;250;16;10;11;6506;santana de parnaiba;SP;toys;0
