customer_id;customer_unique_id;customer_zip_code_prefix;customer_city;customer_state;geolocation_zip_code_prefix;geolocation_lat;geolocation_lng;geolocation_city;geolocation_state;order_id;order_status;order_purchase_timestamp;order_approved_at;order_delivered_carrier_date;order_delivered_customer_date;order_estimated_delivery_date;order_item_id;product_id;seller_id;shipping_limit_date;price;freight_value;payment_sequential;payment_type;payment_installments;payment_value;product_category_name;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm;seller_zip_code_prefix;seller_city;seller_state;product_category_name_english
4a56f58eb3067bcbc9908f3edbd69658;cd86f2b40a6183a8212f9053bb0aaf8a;13484;limeira;SP;13484;-22.55430087;-47.40537234;limeira;SP;f64fc900013bfa7716897f6208c5c126;delivered;2018-03-19 13:36:55;2018-03-20 03:08:26;2018-03-23 19:24:36;2018-03-30 00:39:41;2018-03-29 00:00:00;2;c4787eeb6ad12f7e301f8a9349404443;8e6d7754bc7e0f22c96d255ebda59eba;2018-03-26 03:08:26;184.79;9.65;1;boleto;1;388.88;informatica_acessorios;48;261;1;867;32;14;14;12233;sao jose dos campos;SP;computers_accessories
c52fb6d36696440796d611fe20c7799a;0f92c5083f7c0edc9dd9fa43326ab37d;79823;dourados;MS;79823;-22.21336487;-54.83993682;dourados;MS;467c282eaf90379509d1be19f71b2d2d;delivered;2018-01-05 23:04:00;2018-01-05 23:40:19;2018-01-08 19:33:19;2018-01-16 00:21:37;2018-02-01 00:00:00;1;493943f1f8fe6655c30dfea68ffda600;aba1721a889e04decc910aa13b768ef4;2018-01-10 23:11:25;24.5;15.1;1;credit_card;1;39.6;papelaria;45;148;1;100;16;5;16;5729;sao paulo;SP;stationery
2c127bf706b5089fd5dbdbcb02c7fcbc;aaec5bd8971bcff98276f504acb38929;9683;sao bernardo do campo;SP;9683;-23.66333737;-46.59373888;sao bernardo do campo;SP;3e8de743dd3009df8fc34e0555124ed8;delivered;2017-10-22 20:17:18;2017-10-22 20:28:21;2017-10-23 19:43:37;2017-10-24 17:27:10;2017-11-03 00:00:00;1;2d0090282bd77e1ae0f6336ba500facf;4371b634e0efc0e22b09b52907d9d469;2017-10-26 20:28:21;30;7.78;1;credit_card;1;37.78;beleza_saude;32;534;2;150;17;9;12;2028;sao paulo;SP;health_beauty
38cc52f8089ad38971b6dfc26a3033ba;371f7fb7784b3e2bf70488a01dcc40e3;9120;santo andre;SP;9120;-23.67526891;-46.49586197;santo andré;SP;cc72b624a933eb793860926532309a7e;delivered;2017-09-24 16:54:37;2017-09-26 03:56:29;2017-09-26 19:24:53;2017-09-28 13:18:51;2017-10-10 00:00:00;1;97170c28efde1b426f1c52348fe1c086;6560211a19b47992c3666cc44a7e94c0;2017-10-02 03:56:29;129;8.16;1;boleto;1;137.16;relogios_presentes;59;471;5;200;16;2;20;5849;sao paulo;SP;watches_gifts
30bb84b541c96af98ba7d90b9ebf35d0;33de26d1fafbfd4945eb586f7136efe6;39401;montes claros;MG;39401;-16.72376568;-43.8749901;montes claros;MG;ad850e69fce9a512ada84086651a2e7d;delivered;2017-11-21 17:23:04;2017-11-23 02:36:26;2017-11-23 20:38:26;2017-12-07 14:47:05;2017-12-13 00:00:00;2;fd471a043ee8b8dd27f4086495e0724c;77530e9772f57a62c906e1c21538ab82;2017-11-29 02:36:26;299;33.24;1;boleto;1;1242.57;moveis_decoracao;56;2043;5;3000;69;11;11;80310;curitiba;PR;furniture_decor
06209669ef54abc607e5e6bc430676c6;e1ceacfd18ace7eb57e489c8e409ba0c;88330;balneario camboriu;SC;88330;-26.981778;-48.6373265;balneario camboriu;SC;f6f02e9abb77e86bfac81d2912451366;delivered;2017-12-18 22:26:02;2017-12-18 23:30:14;2017-12-19 19:49:21;2017-12-27 17:24:42;2018-01-15 00:00:00;1;679a3e5e1d2bb68982be5734c6e55e63;8a130737016f838139d31878787a39c9;2017-12-25 23:30:14;54.4;16.14;1;credit_card;1;70.54;casa_construcao;57;565;4;800;38;38;22;3187;sao paulo;SP;home_construction
a2fbca2d233e0e5cbcfe95e7545bc6ec;01b84e3fa2897be6eec7fadddb3d56f3;30441;belo horizonte;MG;30441;-19.93596634;-43.95421464;belo horizonte;MG;d3007af14d2bfce1fbb2875870808b9f;delivered;2017-10-25 18:15:00;2017-10-25 18:29:01;2017-10-27 20:07:58;2017-11-07 17:57:42;2017-11-21 00:00:00;1;656e0eca68dcecf6a31b8ececfabe3e8;e9bc59e7b60fc3063eb2290deda4cced;2017-10-31 18:28:18;98.9;18.26;1;credit_card;1;117.16;informatica_acessorios;45;236;1;173;18;13;12;87083;maringa;PR;computers_accessories
b44ce4765f35926ee5c241c264ad05ab;8860815b8cf19603d76e32cb79f3c7c5;22793;rio de janeiro;RJ;22793;-23.00940276;-43.4225567;rio de janeiro;RJ;ee29bed70e80a64a4f9536787477d196;delivered;2017-07-05 17:46:06;2017-07-06 06:45:20;2017-07-06 12:44:57;2017-07-14 17:57:42;2017-07-27 00:00:00;2;2136c70bbe723d338fab53da3c03e6dc;6560211a19b47992c3666cc44a7e94c0;2017-07-12 06:45:20;29;14.1;1;boleto;1;86.2;relogios_presentes;55;167;3;200;16;2;11;5849;sao paulo;SP;watches_gifts
51ce1b48f52541bc75e18964cff67eab;885c1b1f34dae9a43a790c1846708233;21940;rio de janeiro;RJ;21940;-22.81650201;-43.19664868;rio de janeiro;RJ;74cd3a4e24efd2638854071049e97031;delivered;2018-06-15 23:12:45;2018-06-15 23:39:17;2018-06-21 09:58:00;2018-06-27 00:14:32;2018-08-02 00:00:00;1;9c1f0d2a5ac55e11b4b90416a5b34223;0ed6ce5d87fd9c69eaacaeb778d67235;2018-06-26 23:31:50;69.9;18.29;1;credit_card;1;88.19;utilidades_domesticas;58;961;2;1500;35;15;35;13473;americana;SP;housewares
ee40a771be7faec4ee507578a63b31c4;c0e0c6e5b85080dbdf3f021b55edbb3e;6311;carapicuiba;SP;6311;-23.52011664;-46.84291253;carapicuiba;SP;f1cd0985b47da7ca656177c7899c101d;delivered;2017-03-25 15:33:43;2017-03-28 03:50:55;2017-03-28 11:42:54;2017-03-30 17:47:57;2017-04-17 00:00:00;1;e07cf6c8c490ceac43740740459d87ff;92eb0f42c21942b6552362b9b114707d;2017-04-04 03:50:55;17.99;10.96;1;boleto;1;57.9;telefonia;28;251;1;150;18;10;11;3504;sao paulo;SP;telephony
ea5744917d5a275155a8732c1c18e994;74ef2468836d147c610bc829ecd77677;36900;manhuacu;MG;36900;-20.257864;-42.0339444;manhuacu;MG;b973523974e2976383d50c875587531c;delivered;2018-04-26 20:25:25;2018-04-26 20:35:23;2018-04-27 10:41:00;2018-05-03 21:08:37;2018-05-24 00:00:00;1;dc52f0f5d3ec37a93eaf956cde4e5d2c;6560211a19b47992c3666cc44a7e94c0;2018-05-03 20:35:23;49;18.33;1;credit_card;8;163.66;relogios_presentes;60;539;7;400;16;2;20;5849;sao paulo;SP;watches_gifts
04ea46c7546b44f82ec3096ddaa941ca;15dc5cc01e20978570e7b51f5537a0a1;89620;campos novos;SC;89620;-27.39784994;-51.23224823;campos novos;SC;490b4a17364f3c7de5877ba86082139c;delivered;2018-07-19 21:16:13;2018-07-21 04:05:11;2018-07-23 13:07:00;2018-07-30 17:48:34;2018-08-09 00:00:00;1;bb927b73a53da18d3609acf60b8595e9;6f229cc508fc6915ed5c499efd93baa4;2018-07-24 04:05:11;139.9;24.13;1;boleto;1;328.06;esporte_lazer;52;354;1;1123;32;25;23;21931;rio de janeiro;RJ;sports_leisure
df0ca504291a65e2e7e2c2439fba4b10;cbea983a8218befb98795a4ef7f82bcf;37220;bom sucesso;MG;37220;-21.03320909;-44.75931957;bom sucesso;MG;0695bd018cbf6e999fad4c321b32d26d;delivered;2018-07-13 17:22:13;2018-07-13 17:35:17;2018-07-16 13:59:00;2018-07-23 19:48:35;2018-08-17 00:00:00;1;f102842fbe436027eeeb7fc76d3063aa;87142160b41353c4e5fca2360caf6f92;2018-07-17 17:35:17;39.9;20.99;1;credit_card;6;60.89;consoles_games;59;434;3;350;20;20;20;90230;porto alegre;RS;consoles_games
901fa7395cd19913092d88c3d263b157;b49862d2d7d16d13e68d23e868b3d8e0;31330;belo horizonte;MG;31330;-19.87981881;-43.99559679;belo horizonte;MG;5efadf4b12dd71ad2003ee3b7f2b24c3;delivered;2018-08-03 22:55:44;2018-08-03 23:05:13;2018-08-06 13:45:00;2018-08-10 00:33:53;2018-08-17 00:00:00;2;9668ae227893ed924319574e98f60c7d;951e8cef368f09bb3f3d03c00ca4702c;2018-08-07 23:05:13;58.99;26.71;1;credit_card;10;171.4;cama_mesa_banho;43;582;1;1350;35;19;45;14940;ibitinga;SP;bed_bath_table
242b2cb8b7684ab9c949a7efca1f3c8e;dad8c024c41519dc2146f4a88d5a91d5;22750;rio de janeiro;RJ;22750;-22.94917916;-43.33653881;rio de janeiro;RJ;729d9f027372df3ee5c4f2d727e02618;delivered;2018-05-08 11:10:23;2018-05-08 11:35:17;2018-05-11 14:08:00;2018-05-15 18:18:33;2018-06-11 00:00:00;1;ff678388090fbae683a9a271480fb7f3;855668e0971d4dfd7bef1b6a4133b41b;2018-05-14 11:31:32;43;15.23;1;credit_card;2;58.23;cool_stuff;45;927;4;300;44;5;18;13257;itatiba;SP;cool_stuff
7d76ebf018179f7d4c113d553ea71cc1;869aae302b28b65b5cc136f935089e42;88303;itajai;SC;88303;-26.91113698;-48.67234951;itajai;SC;e36614a2f40167f0c427f794f873f4a7;delivered;2018-06-18 22:37:21;2018-06-20 02:55:28;2018-06-20 14:21:00;2018-06-26 17:12:22;2018-07-12 00:00:00;1;566a4f2c4385f36d15c00dfcaae132d1;8b321bb669392f5163d04c59e235e066;2018-06-22 02:55:28;21.9;18.25;1;boleto;1;40.15;eletronicos;43;391;1;150;25;7;16;1212;sao paulo;SP;electronics
d4afe26e05e0272f48a9194977473439;bd890667249799aa01d9d34cf3e4dda6;41820;salvador;BA;41820;-12.98466514;-38.45759698;salvador;BA;1932f20df9b3883e48068ecd03e6178f;delivered;2018-02-17 23:50:41;2018-02-18 00:07:53;2018-02-20 18:47:07;2018-03-16 20:42:19;2018-03-15 00:00:00;1;37246960437c4a40a03c40f0ea2e957c;da8622b14eb17ae2831f4ac5b9dab84a;2018-02-22 00:07:53;129.9;20.15;1;credit_card;4;150.05;cama_mesa_banho;55;246;1;1800;38;10;38;13405;piracicaba;SP;bed_bath_table
e3ecfba8964e0757587b1b1913499c1a;c1f0b862c4144bc039ea73ff73ea2373;24220;niteroi;RJ;24220;-22.90353282;-43.11598202;niteroi;RJ;727d1e48f072a26b71d59a5238160e63;delivered;2017-08-20 19:38:26;2017-08-20 19:55:10;2017-08-22 00:16:04;2017-09-04 19:34:46;2017-10-05 00:00:00;1;6525c63f855b031e963d95bb3a07e541;17e34d8224d27a541263c4c64b11a56b;2017-09-18 19:55:10;111.08;16.54;1;credit_card;2;127.62;consoles_games;43;675;3;650;26;17;26;14085;riberao preto;SP;consoles_games
878c66c9ba46232f0c5f137801321873;1ee6bd0affc5924f72baf23340ba83ae;4863;sao paulo;SP;4863;-23.76089841;-46.71050305;sao paulo;SP;e18b4a84f64ce180b70885a19068e6fa;delivered;2017-05-28 15:50:32;2017-05-28 16:02:33;2017-05-29 15:44:58;2017-06-05 13:06:01;2017-06-20 00:00:00;1;99a4788cb24856965c36a24e339b6058;4a3ca9315b744ce9f8e9374361493884;2017-06-02 16:02:33;89.9;12.13;1;credit_card;10;102.03;cama_mesa_banho;54;245;1;1383;50;10;40;14940;ibitinga;SP;bed_bath_table
5aba5cd911ef3113db47dc00f259399e;03820299130367803663f7eb70bcf2bc;35700;sete lagoas;MG;35700;-19.45668288;-44.24417606;sete lagoas;MG;88d1a4053f36cee7a806c473458c6c11;delivered;2018-08-17 16:27:14;2018-08-17 16:49:47;2018-08-20 15:12:00;2018-08-24 14:57:24;2018-08-28 00:00:00;1;af2d506fb01b724e03591349ad36b67e;4b9750c8ad28220fe6702d4ecb7c898f;2018-08-22 16:49:47;48.9;19.53;1;credit_card;4;136.86;bebes;55;1681;2;600;20;13;13;13484;limeira;SP;baby
dccf3db0a9cf098d12b4c4addd47de01;5319caaec279e6335b7c7e872cb0972d;68515;parauapebas;PA;68515;-6.066365425;-49.90181562;parauapebas;PA;2e24930adf68f4ce65ad35e0f23f08ee;delivered;2017-09-10 13:35:37;2017-09-10 13:50:08;2017-09-18 18:51:57;2017-10-13 18:30:02;2017-10-11 00:00:00;1;9165e7a5f9ef266f66ca19a816cdc657;48436dade18ac8b2bce089ec2a041202;2017-09-14 13:50:08;132.9;53.29;1;credit_card;3;186.19;cool_stuff;60;585;2;2300;53;40;22;27277;volta redonda;SP;cool_stuff
be94819d23e284279425496d0e695777;c2249f3f1885c3f647feb992bcb68d13;12233;sao jose dos campos;SP;12233;-23.23966049;-45.88128109;são josé dos campos;SP;fa609e805ef70799ce6c12d7d0763545;delivered;2017-04-14 23:56:08;2017-04-18 04:03:13;2017-04-18 15:22:19;2017-04-23 08:17:58;2017-05-08 00:00:00;1;de11bf385785a97ca03b274d98373c76;d50d79cb34e38265a8649c383dcffd48;2017-04-25 04:03:13;126.2;15.99;1;boleto;1;142.19;ferramentas_jardim;54;350;2;2700;22;14;22;8290;sao paulo;SP;garden_tools
e0794148a5ca03766b58cd89b81acb4b;361d347954db0497a7c7772a0e48de75;13506;rio claro;SP;13506;-22.375955;-47.54436286;rio claro;SP;e18101fc0fac0b563e1b8b3e99c93deb;delivered;2018-01-20 18:23:49;2018-01-20 18:31:12;2018-01-24 15:22:34;2018-01-26 17:49:11;2018-02-14 00:00:00;1;83aae8023b8feda53259f63e0ec06390;715bbd5ba4e6b74cb0d2f29eb45058b0;2018-01-25 18:31:12;89.9;13.65;1;credit_card;1;103.55;moveis_decoracao;24;428;8;4450;40;33;20;13930;serra negra;SP;furniture_decor
e5ee1d8f8a5ae6f047a9d18a34dafeb0;92ff3fe8e3c5ada195a9f19a5f7940f9;13873;sao joao da boa vista;SP;13873;-21.95254238;-46.79607276;sao joao da boa vista;SP;a0618409c3bdc38885d7474b4b1ee10b;delivered;2018-05-08 21:07:02;2018-05-08 21:34:12;2018-05-10 09:45:00;2018-05-18 20:12:23;2018-05-28 00:00:00;1;b47f5cf2e99655cfc404520cb7553e2a;891071be6ba827b591264c90c2ae8a63;2018-05-14 21:31:21;29.99;12.79;1;credit_card;1;42.78;market_place;47;508;6;150;20;50;35;3872;sao paulo;SP;market_place
c4f5786620762dbd61ce2ee9a532a5ff;4eade09ee317668a5b03af52901fadcd;22790;rio de janeiro;RJ;22790;-23.02201714;-43.48727415;rio de janeiro;RJ;942c437934a994c52629e74e23787f26;delivered;2018-01-04 18:01:53;2018-01-04 18:11:18;2018-01-05 21:29:02;2018-01-22 22:05:11;2018-02-06 00:00:00;1;8d0e7a8e1b1fb5343135045cb7c21542;293dee954235e4e4e43f129313625ebe;2018-01-11 18:11:18;370.99;20.84;1;credit_card;6;391.83;;;;;1800;26;25;47;72125;brasilia;DF;
cdc5535d003319bc052576caf95eabdc;a6c4aa44d56da0c0d81baa9779708f60;35162;ipatinga;MG;35162;-19.46888801;-42.55806939;ipatinga;MG;1c2220875063bc97c980fc0259524908;delivered;2018-02-03 21:07:55;2018-02-03 21:29:40;2018-02-05 22:19:41;2018-02-14 21:19:03;2018-03-06 00:00:00;1;c448475cc4766baebabe30ee6d5f3fb7;3d871de0142ce09b7081e2b9d1733cb1;2018-02-08 21:29:40;49;17.6;1;credit_card;6;66.6;papelaria;50;105;2;450;20;30;20;13232;campo limpo paulista;SP;stationery
c3c0ea16776e0d2c79a9239c552700f3;6140f784703d4b478385ac73b9e3eef1;8470;sao paulo;SP;8470;-23.58909751;-46.39560667;sao paulo;SP;b5eeec1b045b05d3e3010ef57120a8dc;delivered;2017-01-26 11:48:46;2017-01-26 12:02:13;2017-01-31 16:23:57;2017-02-03 04:12:52;2017-03-06 00:00:00;1;17d17b9640ddee0ec3fa09c91b284ae9;cd06602b43d8800bd0afad514919d35c;2017-02-04 11:48:46;27.9;8.72;2;voucher;1;20.84;utilidades_domesticas;50;476;1;500;24;8;15;4119;sao paulo;SP;housewares
6f279800252d785cb11706fcc0384259;006a8c1784d622ebe06bab57e72ee045;20551;rio de janeiro;RJ;20551;-22.91247493;-43.24267182;rio de janeiro;RJ;334fcd4953d5e5b64f124a0ba7ecb317;delivered;2017-11-25 16:36:13;2017-11-28 03:32:35;2017-12-01 21:59:37;2017-12-29 20:07:11;2017-12-18 00:00:00;1;422879e10f46682990de24d770e7f83d;1f50f920176fa81dab994f9023523100;2017-12-04 03:21:38;49;17.64;1;boleto;1;66.64;ferramentas_jardim;56;348;2;1550;30;22;30;15025;sao jose do rio preto;SP;garden_tools
5a0fdde6c5fa48ee0a384197fcecc4ed;9d36b2715d5419c3d906cd95e01c5a35;37701;pocos de caldas;MG;37701;-21.80585665;-46.57326421;poços de caldas;MG;ba42f2a26f17be290cfc14c6f8b4e625;delivered;2017-08-24 18:26:17;2017-08-24 18:46:32;2017-09-04 14:07:43;2017-09-08 21:28:07;2017-09-21 00:00:00;1;54f8f27ac6543c074ae5c4e7759b054a;e067ad2c1c0b48758eb1b5228bcf7a68;2017-09-04 18:46:32;29.95;15.1;1;credit_card;3;45.05;pet_shop;60;872;1;200;16;7;11;11045;santos;SP;pet_shop
39fb220371a5742eab98e04499ef5fb7;0a7b2b70778551b43a7a68b65e4e3373;3935;sao paulo;SP;3935;-23.58806167;-46.50416713;sao paulo;SP;acf165225c8558f60e21f75d7e1a3c30;delivered;2018-06-19 04:05:45;2018-06-19 04:17:07;2018-06-19 15:07:00;2018-06-21 17:47:42;2018-07-04 00:00:00;1;f92ffd606b7b4417f1b714ed4b653e70;e9779976487b77c6d4ac45f75ec7afe9;2018-06-25 04:17:07;75;9.84;1;credit_card;8;84.84;bebidas;50;3138;9;550;30;15;15;11701;praia grande;SP;drinks
51fa33cd27ea50e70804ba9599ea32fa;73c977e84e17260be32b95fadc300b10;21211;rio de janeiro;RJ;21211;-22.83409733;-43.30834279;rio de janeiro;RJ;3f5e0a232057280398c649839e3fc4c7;delivered;2017-07-14 19:56:13;2017-07-14 20:10:13;2017-07-18 16:49:09;2017-07-21 19:37:36;2017-08-14 00:00:00;1;31dbb0d1815bdc83c93f4b3472fa7c4d;6da1992f915d77be95d7fa48b36904af;2017-07-20 20:10:13;29;14.1;1;credit_card;1;43.1;;;;;300;24;24;11;1026;sao paulo;SP;
0c21938c6aa9cc9fc265a5b045b3658c;0903f7ca9c0e70462be300052e9ff255;29060;vitoria;ES;29060;-20.28644744;-40.29971296;vitoria;ES;d34e3e2c2b9826a73514ed2fed39aed8;delivered;2017-10-04 13:18:43;2017-10-06 02:14:08;2017-10-06 20:08:11;2017-10-17 21:40:15;2017-10-27 00:00:00;1;8fbd36d3b045f5f38b252b1513478f38;7e3f87d16fb353f408d467e74fbd8014;2017-10-13 02:14:08;38.9;14.1;1;boleto;1;53;informatica_acessorios;56;482;2;500;35;5;15;4809;sao paulo;SP;computers_accessories
1205480caca6c37f55954da838933b8a;bf869f6a89c8ba217f47e22359f884f2;11075;santos;SP;11075;-23.95551312;-46.33995979;santos;SP;77df84f9195be22a4e9cb72ca9e8b4c2;delivered;2018-08-16 04:29:53;2018-08-16 04:44:00;2018-08-16 16:21:00;2018-08-17 13:21:18;2018-09-18 00:00:00;7;8ccaa3f8b171b199e37294ece30815a3;95ec4458365c4d11f452ccf538377619;2018-08-21 04:44:00;18.9;3.28;1;credit_card;8;209.57;moveis_decoracao;58;871;1;150;19;5;25;13481;limeira;SP;furniture_decor
0d4f8e1cec254ed9c1fd1b02d26fabf8;cae8d7d8ea325e8755c68853f86fad23;95555;capao da canoa;RS;95555;-29.75615741;-50.02232301;capao da canoa;RS;d25091a3e5d9d4a0a83ad9413f8828d2;delivered;2018-05-10 07:34:35;2018-05-10 07:51:41;2018-05-10 12:08:00;2018-05-16 18:28:45;2018-06-11 00:00:00;1;b84520a57891e7a8ae2c68741dcc7146;6560211a19b47992c3666cc44a7e94c0;2018-05-16 07:51:41;45;18.23;1;credit_card;5;63.23;relogios_presentes;56;660;3;250;16;2;20;5849;sao paulo;SP;watches_gifts
